CAMPUS,DNAME,CNAME,GRADE,District Type,School Site Street Address,School Site City,School Site Zip,Below Grade Level,Approach Grade Level,Meet Grade Level,Master Grade Level
220905111,FORT WORTH ISD,CARTER PARK ELE,5,INDEPENDENT,1204 E BROADUS AVE,FORT WORTH,76115-2823,27.0,51.0,34.0,21.0
220905114,FORT WORTH ISD,MANUEL JARA ELE,5,INDEPENDENT,2100 LINCOLN AVE,FORT WORTH,76164-8036,25.0,97.0,65.0,39.0
220905115,FORT WORTH ISD,GEORGE CLARKE E,5,INDEPENDENT,3300 S HENDERSON ST,FORT WORTH,76110-6799,22.0,35.0,13.0,6.0
220905116,FORT WORTH ISD,LILY B. CLAYTON,5,INDEPENDENT,2000 PARK PL AVE,FORT WORTH,76110-1299,14.0,72.0,58.0,39.0
220905117,FORT WORTH ISD,COMO ELEM.,5,INDEPENDENT,4000 HORNE ST,FORT WORTH,76107-6915,17.0,51.0,29.0,14.0
220905118,FORT WORTH ISD,HAZEL HARVEY PE,5,INDEPENDENT,7421 TRAIL LAKE DR,FORT WORTH,76133,25.0,56.0,34.0,13.0
220905119,FORT WORTH ISD,DAGGETT ELEM.,5,INDEPENDENT,958 PAGE AVE,FORT WORTH,76110-2627,33.0,76.0,35.0,16.0
220905120,FORT WORTH ISD,RUFINO MENDOZA,5,INDEPENDENT,1412 DENVER AVE,FORT WORTH,76164-9098,26.0,66.0,35.0,19.0
220905121,FORT WORTH ISD,DE ZAVALA ELEM.,5,INDEPENDENT,1419 COLLEGE AVE,FORT WORTH,76104-4596,8.0,32.0,18.0,15.0
220905122,FORT WORTH ISD,DIAMOND HILL EL,5,INDEPENDENT,2000 DEWEY ST,FORT WORTH,76106-6399,29.0,64.0,39.0,25.0
220905123,FORT WORTH ISD,S.S. DILLOW ELE,5,INDEPENDENT,4000 AVE N,FORT WORTH,76105-3536,17.0,64.0,41.0,21.0
220905124,FORT WORTH ISD,MAUDE I. LOGAN,5,INDEPENDENT,2300 DILLARD ST,FORT WORTH,76105-3898,15.0,42.0,13.0,7.0
220905125,FORT WORTH ISD,EASTERN HILLS E,5,INDEPENDENT,5917 SHELTON ST,FORT WORTH,76112-3998,29.0,52.0,34.0,9.0
220905126,FORT WORTH ISD,EAST HANDLEY EL,5,INDEPENDENT,2617 MIMS ST,FORT WORTH,76112-5713,21.0,32.0,16.0,9.0
220905127,FORT WORTH ISD,CHRISTENE C. MO,5,INDEPENDENT,4108 EASTLAND ST,FORT WORTH,76119-2998,25.0,40.0,19.0,9.0
220905129,FORT WORTH ISD,JOHN T. WHITE E,5,INDEPENDENT,7300 JOHN T WHITE RD,FORT WORTH,76120,25.0,40.0,16.0,3.0
220905130,FORT WORTH ISD,HARLEAN BEAL EL,5,INDEPENDENT,5615 FOREST HILL DR,FORT WORTH,76119-6797,23.0,33.0,14.0,7.0
220905131,FORT WORTH ISD,ROSEMONT PARK E,5,INDEPENDENT,1401 W SEMINARY DR,FORT WORTH,76115,26.0,73.0,47.0,23.0
220905132,FORT WORTH ISD,GLEN PARK ELEM.,5,INDEPENDENT,3601 PECOS ST,FORT WORTH,76119-4999,26.0,68.0,39.0,19.0
220905133,FORT WORTH ISD,W.M. GREEN ELEM,5,INDEPENDENT,4612 DAVID STRICKLAND,FORT WORTH,76119-5299,34.0,91.0,54.0,28.0
220905134,FORT WORTH ISD,GREENBRIAR ELEM,5,INDEPENDENT,1605 GRADY LEE ST,FORT WORTH,76134-1115,35.0,67.0,42.0,23.0
220905135,FORT WORTH ISD,VAN ZANDT-GUINN,5,INDEPENDENT,501 MISSOURI AVE,FORT WORTH,76104-1466,30.0,38.0,13.0,6.0
220905137,FORT WORTH ISD,HUBBARD ELEM.,5,INDEPENDENT,1333 W SPURGEON ST,FORT WORTH,76115-2355,25.0,54.0,26.0,10.0
220905138,FORT WORTH ISD,HELBING ELEM.,5,INDEPENDENT,3524 N CRUMP ST,FORT WORTH,76106-4420,21.0,58.0,24.0,10.0
220905139,FORT WORTH ISD,KIRKPATRICK ELE,5,INDEPENDENT,3229 LINCOLN AVE,FORT WORTH,76106-5698,20.0,44.0,20.0,8.0
220905141,FORT WORTH ISD,MEADOWBROOK ELE,5,INDEPENDENT,4330 MEADOWBROOK DR,FORT WORTH,76103-2799,18.0,65.0,39.0,19.0
220905143,FORT WORTH ISD,MCRAE ELEM.,5,INDEPENDENT,3316 AVE N,FORT WORTH,76105-3499,20.0,66.0,34.0,15.0
220905144,FORT WORTH ISD,MITCHELL BOULEV,5,INDEPENDENT,3601 MITCHELL BLVD,FORT WORTH,76105-5215,13.0,44.0,17.0,8.0
220905146,FORT WORTH ISD,MOORE M.H. ELEM,5,INDEPENDENT,1809 NE 36TH ST,FORT WORTH,76106-4699,12.0,67.0,43.0,19.0
220905147,FORT WORTH ISD,MORNINGSIDE ELE,5,INDEPENDENT,2601 EVANS AVE,FORT WORTH,76104-6817,27.0,52.0,28.0,16.0
220905148,FORT WORTH ISD,CHARLES NASH EL,5,INDEPENDENT,401 SAMUELS AVE,FORT WORTH,76102-2395,9.0,26.0,17.0,5.0
220905149,FORT WORTH ISD,NORTH HI MOUNT,5,INDEPENDENT,3801 W SEVENTH ST,FORT WORTH,76107-2584,8.0,50.0,34.0,20.0
220905150,FORT WORTH ISD,OAKHURST ELEM.,5,INDEPENDENT,2700 YUCCA AVE,FORT WORTH,76111-2532,20.0,69.0,41.0,28.0
220905151,FORT WORTH ISD,NATHA HOWELL EL,5,INDEPENDENT,1324 KING'S HWY,FORT WORTH,76117-5898,23.0,50.0,23.0,11.0
220905152,FORT WORTH ISD,OAKLAWN ELEM.,5,INDEPENDENT,3220 HARDEMAN ST,FORT WORTH,76119-3399,18.0,66.0,31.0,19.0
220905153,FORT WORTH ISD,A.M. PATE ELEM.,5,INDEPENDENT,3800 ANGLIN DR,FORT WORTH,76119-2126,32.0,43.0,14.0,7.0
220905154,FORT WORTH ISD,M.L. PHILLIPS E,5,INDEPENDENT,3020 BIGHAM BLVD,FORT WORTH,76116-4394,23.0,53.0,27.0,13.0
220905156,FORT WORTH ISD,RIDGLEA HILLS E,5,INDEPENDENT,6817 CUMBERLAND RD,FORT WORTH,76116-9101,33.0,66.0,39.0,23.0
220905157,FORT WORTH ISD,LUELLA MERRETT,5,INDEPENDENT,7325 KERMIT AVE,FORT WORTH,76116-9434,35.0,56.0,26.0,15.0
220905159,FORT WORTH ISD,VERSIA WILLIAMS,5,INDEPENDENT,901 BAURLINE ST,FORT WORTH,76111-1023,12.0,43.0,25.0,10.0
220905160,FORT WORTH ISD,MAUDRIE WALTON,5,INDEPENDENT,5816 RICKENBACKER ST,FORT WORTH,76112-7998,19.0,34.0,11.0,3.0
220905161,FORT WORTH ISD,SAM ROSEN ELEM.,5,INDEPENDENT,2613 ROOSEVELT AVE,FORT WORTH,76164-6892,27.0,57.0,31.0,18.0
220905162,FORT WORTH ISD,SAGAMORE HILL E,5,INDEPENDENT,701 S HUGHES AVE,FORT WORTH,76103-3757,28.0,74.0,34.0,21.0
220905163,FORT WORTH ISD,BRUCE SHULKEY E,5,INDEPENDENT,5533 WHITMAN AVE,FORT WORTH,76133-2698,27.0,61.0,30.0,19.0
220905165,FORT WORTH ISD,RICHARD J. WILS,5,INDEPENDENT,900 W FOGG ST,FORT WORTH,76110-6199,15.0,73.0,43.0,28.0
220905166,FORT WORTH ISD,SOUTH HI MOUNT,5,INDEPENDENT,4101 BIRCHMAN AVE,FORT WORTH,76107-4396,12.0,62.0,47.0,25.0
220905167,FORT WORTH ISD,SOUTH HILLS ELE,5,INDEPENDENT,3009 BILGLADE RD,FORT WORTH,76133-1618,35.0,116.0,51.0,20.0
220905168,FORT WORTH ISD,SPRINGDALE ELEM,5,INDEPENDENT,3207 HOLLIS ST,FORT WORTH,76111-5013,9.0,80.0,57.0,32.0
220905169,FORT WORTH ISD,SUNRISE - MCMIL,5,INDEPENDENT,3409 STALCUP RD,FORT WORTH,76119-1732,24.0,32.0,7.0,0.0
220905171,FORT WORTH ISD,TANGLEWOOD ELEM,5,INDEPENDENT,3060 OVERTON PARK W,FORT WORTH,76109-1501,0.0,108.0,101.0,85.0
220905172,FORT WORTH ISD,W.J. TURNER ELE,5,INDEPENDENT,3001 AZLE AVE,FORT WORTH,76106-4998,14.0,60.0,34.0,15.0
220905175,FORT WORTH ISD,WASHINGTON HEIG,5,INDEPENDENT,3215 N HOUSTON ST,FORT WORTH,76106-5899,14.0,35.0,25.0,14.0
220905176,FORT WORTH ISD,WAVERLY PARK EL,5,INDEPENDENT,3604 CIMARRON TR,FORT WORTH,76116-6898,31.0,82.0,51.0,35.0
220905177,FORT WORTH ISD,WESTCLIFF ELEM.,5,INDEPENDENT,4300 CLAY AVE,FORT WORTH,76109-5224,12.0,87.0,59.0,38.0
220905178,FORT WORTH ISD,WESTCREEK ELEM.,5,INDEPENDENT,3401 WALTON AVE,FORT WORTH,76133-2299,34.0,46.0,23.0,12.0
220905180,FORT WORTH ISD,WESTERN HILLS E,5,INDEPENDENT,2805 LAREDO DR,FORT WORTH,76116-3154,94.0,104.0,43.0,15.0
220905184,FORT WORTH ISD,WORTH HEIGHTS E,5,INDEPENDENT,519 E BUTLER ST,FORT WORTH,76110-5598,9.0,84.0,61.0,40.0
220905186,FORT WORTH ISD,DAVID K. SELLAR,5,INDEPENDENT,4200 DORSEY ST,FORT WORTH,76119-7498,16.0,72.0,36.0,24.0
220905187,FORT WORTH ISD,J.T. STEVENS EL,5,INDEPENDENT,6161 WRIGLEY WAY,FORT WORTH,76133-3599,18.0,40.0,18.0,12.0
220905188,FORT WORTH ISD,ATWOOD MCDONALD,5,INDEPENDENT,1850 BARRON LN,FORT WORTH,76112-4299,15.0,46.0,25.0,14.0
220905190,FORT WORTH ISD,RIVERSIDE APPLI,5,INDEPENDENT,3600 FOSSIL DR,FORT WORTH,76111-5329,7.0,29.0,21.0,13.0
220905194,FORT WORTH ISD,DAGGETT MONTESS,5,INDEPENDENT,801 W JESSAMINE,FT WORTH,76110,9.0,47.0,35.0,31.0
220905206,FORT WORTH ISD,BILL J. ELLIOTT,5,INDEPENDENT,2501 COOKS LN,FORT WORTH,76120-6211,21.0,46.0,20.0,11.0
220905207,FORT WORTH ISD,WESTPARK ELEM.,5,INDEPENDENT,10117 WESTPARK DR,FORT WORTH,76126-4046,11.0,93.0,72.0,48.0
220905208,FORT WORTH ISD,T.A. SIMS ELEM.,5,INDEPENDENT,3500 CRENSHAW AVE,FORT WORTH,76105-4019,21.0,87.0,45.0,27.0
220905209,FORT WORTH ISD,EDWARD BRISCOE,5,INDEPENDENT,2751 YUMA AVE,FORT WORTH,76104-7052,8.0,50.0,32.0,15.0
220905216,FORT WORTH ISD,WOODWAY ELEM.,5,INDEPENDENT,6701 WOODWAY DR,FORT WORTH,76133-3010,27.0,62.0,35.0,21.0
220905219,FORT WORTH ISD,LOWERY ROAD,5,INDEPENDENT,7600 LOWERY RD,FORT WORTH,76120,19.0,70.0,37.0,17.0
220905220,FORT WORTH ISD,ALICE D. CONTRE,5,INDEPENDENT,4100 LUBBOCK AVE,FORT WORTH,76115,31.0,50.0,27.0,10.0
220905222,FORT WORTH ISD,CLIFFORD DAVIS,5,INDEPENDENT,4400 CAMPUS DR,FT WORTH,76119,36.0,62.0,32.0,19.0
220905223,FORT WORTH ISD,CESAR CHAVEZ PR,5,INDEPENDENT,3710 DEEN RD,FT WORTH,76106,14.0,55.0,33.0,18.0
220905225,FORT WORTH ISD,BONNIE BRAE ELE,5,INDEPENDENT,3504 KIMBO RD,FT WORTH,76111,5.0,61.0,39.0,26.0
220905226,FORT WORTH ISD,SEMINARY HILLS,5,INDEPENDENT,5037 TOWNSEND DR,FORT WORTH,76115,16.0,31.0,14.0,6.0
220905227,FORT WORTH ISD,DOLORES HUERTA,5,INDEPENDENT,3309 W LONG AVE,FORT WORTH,76106,27.0,59.0,38.0,18.0
220906007,GRAPEVINE-COLLE,IUNIVERSITY PRE,5,INDEPENDENT,3051 IRA E WOODS AVE,GRAPEVINE,76051,2.0,21.0,18.0,12.0
220906101,GRAPEVINE-COLLE,CANNON ELEM.,5,INDEPENDENT,1300 W COLLEGE ST,GRAPEVINE,76051-3595,3.0,79.0,69.0,54.0
220906102,GRAPEVINE-COLLE,COLLEYVILLE ELE,5,INDEPENDENT,5911 PLEASANT RUN RD,COLLEYVILLE,76034,4.0,89.0,80.0,65.0
220906103,GRAPEVINE-COLLE,DOVE ELEM.,5,INDEPENDENT,1932 DOVE RD,GRAPEVINE,76051-2799,12.0,75.0,40.0,31.0
220906104,GRAPEVINE-COLLE,TIMBERLINE ELEM,5,INDEPENDENT,3220 TIMBERLINE DR,GRAPEVINE,76051-3899,23.0,72.0,39.0,21.0
220906105,GRAPEVINE-COLLE,TAYLOR ELEM.,5,INDEPENDENT,5300 POOL RD,COLLEYVILLE,76034-5090,6.0,71.0,56.0,33.0
220906106,GRAPEVINE-COLLE,BEAR CREEK ELEM,5,INDEPENDENT,401 BEAR CREEK DR,EULESS,76039-2091,7.0,97.0,73.0,58.0
220906107,GRAPEVINE-COLLE,HERITAGE ELEM.,5,INDEPENDENT,4500 HERITAGE AVE,GRAPEVINE,76051-5762,0.0,85.0,80.0,68.0
220906108,GRAPEVINE-COLLE,BRANSFORD ELEM.,5,INDEPENDENT,601 GLADE RD,COLLEYVILLE,76034-3643,2.0,80.0,71.0,47.0
220906109,GRAPEVINE-COLLE,GRAPEVINE ELEM.,5,INDEPENDENT,1801 HALL JOHNSON RD,GRAPEVINE,76051-5705,4.0,96.0,79.0,60.0
220906110,GRAPEVINE-COLLE,SILVER LAKE ELE,5,INDEPENDENT,1301 N DOOLEY,GRAPEVINE,76051-2922,11.0,68.0,51.0,40.0
220906111,GRAPEVINE-COLLE,GLENHOPE ELEM.,5,INDEPENDENT,6600 GLENHOPE CIR,COLLEYVILLE,76034-5688,5.0,87.0,80.0,60.0
220907044,KELLER ISD,INDIAN SPRINGS,5,INDEPENDENT,305 BURSEY RD,KELLER,76248,20.0,198.0,167.0,130.0
220907046,KELLER ISD,TIMBERVIEW M.S.,5,INDEPENDENT,10300 OLD DENTON RD,FORT WORTH,76244,31.0,270.0,204.0,135.0
220907047,KELLER ISD,VISTA RIDGE M.S,5,INDEPENDENT,3201 THOMPSON RD,FORT WORTH,76137,40.0,145.0,100.0,66.0
220907101,KELLER ISD,KELLER-HARVEL E,5,INDEPENDENT,635 NORMA LN,KELLER,76248-3805,,,,
220907104,KELLER ISD,BEAR CREEK INTE,5,INDEPENDENT,801 BEAR CREEK PKWY,KELLER,76248-2824,14.0,474.0,413.0,335.0
220907107,KELLER ISD,CHISHOLM TRAIL,5,INDEPENDENT,3901 SUMMERFIELDS BLVD,FORT WORTH,76137-1086,104.0,357.0,200.0,122.0
220907110,KELLER ISD,WILLIS LANE ELE,5,INDEPENDENT,1620 WILLIS LN,KELLER,76248-3126,,,,
220907114,KELLER ISD,PARKWOOD HILL I,5,INDEPENDENT,8201 PARKWOOD HILL BLVD,FORT WORTH,76137,55.0,532.0,417.0,292.0
220907116,KELLER ISD,BLUEBONNET ELEM,5,INDEPENDENT,7000 TEAL DR,FORT WORTH,76137,,,,
220907123,KELLER ISD,TRINITY MEADOWS,5,INDEPENDENT,3500 KELLER-HICKS RD,KELLER,76244,53.0,442.0,295.0,197.0
220907129,KELLER ISD,RIDGEVIEW ELEM.,5,INDEPENDENT,1601 MARSHALL RIDGE PKWY,KELLER,76248,,,,
220908201,MANSFIELD ISD,MARY ORR INTERM,5,INDEPENDENT,2900 E BROAD ST,MANSFIELD,76063,40.0,436.0,328.0,230.0
220908202,MANSFIELD ISD,CROSS TIMBERS I,5,INDEPENDENT,2934 RUSSELL RD,ARLINGTON,76001,72.0,302.0,198.0,123.0
220908204,MANSFIELD ISD,DONNA SHEPARD I,5,INDEPENDENT,1280 FM 1187,MANSFIELD,76063,29.0,438.0,357.0,248.0
220908205,MANSFIELD ISD,DELLA ICENHOWER,5,INDEPENDENT,8100 WEBB FERRELL RD,ARLINGTON,76002,47.0,374.0,249.0,164.0
220908206,MANSFIELD ISD,MARY LILLARD IN,5,INDEPENDENT,1301 N DAY MIAR RD,MANSFIELD,76063,29.0,495.0,371.0,268.0
220908207,MANSFIELD ISD,ASA E. LOW JR.,5,INDEPENDENT,1526 N WALNUT CREEK DR,MANSFIELD,76063-1794,37.0,379.0,297.0,207.0
220910043,LAKE WORTH ISD,N.A. HOWRY INTE,5,INDEPENDENT,4000 DAKOTA TRL,LAKE WORTH,76135-2899,89.0,166.0,71.0,30.0
220912111,CROWLEY ISD,SUE CROUCH INTE,5,INDEPENDENT,8036 CEDAR LK LN,FORT WORTH,76123,64.0,225.0,149.0,107.0
220912112,CROWLEY ISD,S.H. CROWLEY IN,5,INDEPENDENT,10525 MCCART AVE,FORT WORTH,76123,76.0,195.0,106.0,60.0
220912113,CROWLEY ISD,DAVID L. WALKER,5,INDEPENDENT,9901 HEMPHILL ST,FORT WORTH,76123,109.0,190.0,102.0,55.0
220912114,CROWLEY ISD,MARY HARRIS INT,5,INDEPENDENT,8400 W CLEBURNE RD,FORT WORTH,76123,96.0,216.0,118.0,65.0
220914101,KENNEDALE ISD,JAMES A. ARTHUR,5,INDEPENDENT,100 MISTLETOE,KENNEDALE,76060,39.0,204.0,136.0,75.0
220915104,AZLE ISD,AZLE ELEM.,5,INDEPENDENT,1200 LAKEVIEW DR,AZLE,76020-3111,83.0,199.0,94.0,43.0
220915107,AZLE ISD,W.E. HOOVER ELE,5,INDEPENDENT,484 SANDY BEACH RD,AZLE,76020-4437,24.0,197.0,131.0,74.0
220916102,HURST-EULESS-BE,BELLAIRE ELEM.,5,INDEPENDENT,501 BELLAIRE DR,HURST,76053-7099,12.0,66.0,52.0,35.0
220916103,HURST-EULESS-BE,HARRISON LANE E,5,INDEPENDENT,1000 HARRISON LN,HURST,76053-5002,12.0,66.0,47.0,32.0
220916105,HURST-EULESS-BE,NORTH EULESS EL,5,INDEPENDENT,1101 DENTON DR,EULESS,76039-2799,16.0,91.0,62.0,36.0
220916106,HURST-EULESS-BE,OAKWOOD TERRACE,5,INDEPENDENT,700 RANGER RD,EULESS,76040-5199,13.0,65.0,48.0,28.0
220916107,HURST-EULESS-BE,SHADY OAKS ELEM,5,INDEPENDENT,1400 CAVENDER DR,HURST,76053-4004,10.0,80.0,65.0,48.0
220916108,HURST-EULESS-BE,SOUTH EULESS EL,5,INDEPENDENT,605 S MAIN ST,EULESS,76040-5354,14.0,63.0,42.0,28.0
220916110,HURST-EULESS-BE,STONEGATE ELEM.,5,INDEPENDENT,900 BEDFORD EULESS RD,BEDFORD,76022-6618,12.0,61.0,43.0,31.0
220916111,HURST-EULESS-BE,WEST HURST ELEM,5,INDEPENDENT,501 PRECINCT LINE RD,HURST,76053-5498,18.0,58.0,38.0,17.0
220916112,HURST-EULESS-BE,WILSHIRE ELEM.,5,INDEPENDENT,420 WILSHIRE DR,EULESS,76040-4199,5.0,116.0,87.0,64.0
220916113,HURST-EULESS-BE,DONNA PARK,5,INDEPENDENT,1125 SCOTT DR,HURST,76053-4213,18.0,53.0,34.0,21.0
220916114,HURST-EULESS-BE,MIDWAY PARK ELE,5,INDEPENDENT,409 N ECTOR DR,EULESS,76039-7599,15.0,68.0,55.0,32.0
220916115,HURST-EULESS-BE,HURST HILLS ELE,5,INDEPENDENT,525 BILLIE RUTH LN,HURST,76053-5499,19.0,62.0,51.0,36.0
220916116,HURST-EULESS-BE,BELL MANOR ELEM,5,INDEPENDENT,1300 WINCHESTER WAY,BEDFORD,76022-6898,17.0,86.0,53.0,39.0
220916117,HURST-EULESS-BE,SHADY BROOK ELE,5,INDEPENDENT,2601 SHADY BROOK DR,BEDFORD,76021-4417,8.0,59.0,34.0,18.0
220916118,HURST-EULESS-BE,LAKEWOOD ELEM.,5,INDEPENDENT,1600 DONLEY DR,EULESS,76039-2199,15.0,86.0,61.0,43.0
220916119,HURST-EULESS-BE,BEDFORD HEIGHTS,5,INDEPENDENT,1000 CUMMINGS DR,BEDFORD,76021-2364,2.0,94.0,73.0,43.0
220916121,HURST-EULESS-BE,SPRING GARDEN E,5,INDEPENDENT,2400 CUMMINGS RD,BEDFORD,76021-2666,12.0,63.0,41.0,27.0
220916122,HURST-EULESS-BE,MEADOW CREEK EL,5,INDEPENDENT,3001 HARWOOD,BEDFORD,76021-3705,3.0,109.0,86.0,61.0
220916123,HURST-EULESS-BE,RIVER TRAILS EL,5,INDEPENDENT,8850 ELBE TRL,FORT WORTH,76118,14.0,89.0,69.0,40.0
220916125,HURST-EULESS-BE,VIRIDIAN ELEM.,5,INDEPENDENT,4001 CASCADE SKY DR,ARLINGTON,76005,3.0,111.0,88.0,69.0
220917101,CASTLEBERRY ISD,A.V. CATO ELEM.,5,INDEPENDENT,4501 BARBARA RD,FORT WORTH,76114-2698,22.0,83.0,51.0,34.0
220917102,CASTLEBERRY ISD,CASTLEBERRY ELE,5,INDEPENDENT,1100 ROBERTS CUT-OFF,FORT WORTH,76114-2699,38.0,92.0,50.0,22.0
220917104,CASTLEBERRY ISD,JOY JAMES ELEM.,5,INDEPENDENT,5300 BUCHANAN ST,FORT WORTH,76114-1399,16.0,56.0,29.0,16.0
220918101,EAGLE MOUNTAIN-,L.A. GILILLAND,5,INDEPENDENT,701 WAGGOMAN RD,FORT WORTH,76131-1141,24.0,76.0,44.0,23.0
220918102,EAGLE MOUNTAIN-,EAGLE MOUNTAIN,5,INDEPENDENT,9700 MORRIS DIDO NEWARK RD,FORT WORTH,76179-4002,15.0,110.0,83.0,59.0
220918103,EAGLE MOUNTAIN-,SAGINAW ELEM.,5,INDEPENDENT,301 W MCLEROY BLVD,SAGINAW,76179-1516,13.0,48.0,35.0,26.0
220918104,EAGLE MOUNTAIN-,BRYSON ELEM.,5,INDEPENDENT,8601 OLD DECATUR RD,FORT WORTH,76179-4305,15.0,75.0,38.0,24.0
220918105,EAGLE MOUNTAIN-,ELKINS ELEM.,5,INDEPENDENT,7250 ELKINS SCHOOL RD,FORT WORTH,76179,6.0,59.0,41.0,28.0
220918106,EAGLE MOUNTAIN-,HIGH COUNTRY EL,5,INDEPENDENT,1301 HIGH COUNTRY TRL,FORT WORTH,76131,19.0,104.0,69.0,42.0
220918107,EAGLE MOUNTAIN-,REMINGTON POINT,5,INDEPENDENT,6000 OLD DECATUR RD,FORT WORTH,76179,15.0,82.0,61.0,35.0
220918108,EAGLE MOUNTAIN-,CHISHOLM RIDGE,5,INDEPENDENT,8301 RUNNING RIVER,FORT WORTH,76131,21.0,107.0,71.0,42.0
220918109,EAGLE MOUNTAIN-,GREENFIELD ELEM,5,INDEPENDENT,6020 TEN MILE BRIDGE RD,FORT WORTH,76135,8.0,115.0,101.0,65.0
220918110,EAGLE MOUNTAIN-,COMANCHE SPRING,5,INDEPENDENT,8100 COMANCHE SPRINGS DR,FORT WORTH,76131,16.0,123.0,85.0,51.0
220918111,EAGLE MOUNTAIN-,NORTHBROOK ELEM,5,INDEPENDENT,2500 CANTRELL SANSOM RD,FORT WORTH,76131,24.0,76.0,45.0,24.0
220918112,EAGLE MOUNTAIN-,LAKE POINTE ELE,5,INDEPENDENT,5501 PARK DR,FORT WORTH,76179,12.0,133.0,105.0,69.0
220918113,EAGLE MOUNTAIN-,PARKVIEW ELEM.,5,INDEPENDENT,6225 CRYSTAL LK DR,FORT WORTH,76179,21.0,80.0,50.0,30.0
220918114,EAGLE MOUNTAIN-,WILLOW CREEK EL,5,INDEPENDENT,1100 W MCLEROY BLVD,SAGINAW,76131,25.0,80.0,56.0,35.0
220918115,EAGLE MOUNTAIN-,DOZIER ELEM.,5,INDEPENDENT,6201 REDEAGLE CREEK DR,FORT WORTH,76179,20.0,118.0,81.0,43.0
220919106,CARROLL ISD,DON T. DURHAM I,5,INDEPENDENT,801 SHADY OAKS,SOUTHLAKE,76092-9405,9.0,258.0,231.0,184.0
220919108,CARROLL ISD,EUBANKS INTERME,5,INDEPENDENT,500 S KIMBALL AVE,SOUTHLAKE,76092,1.0,197.0,183.0,153.0
220920105,WHITE SETTLEMEN,TANNAHILL INTER,5,INDEPENDENT,701 AMERICAN FLYER BLVD,FORT WORTH,76108-4061,87.0,367.0,240.0,156.0
220920106,WHITE SETTLEMEN,FINE ARTS ACAD.,5,INDEPENDENT,8301 DOWNE DR,FORT WORTH,76108,2.0,49.0,36.0,27.0
221801005,TEXAS COLLEGE P,VISTA ACAD. OF,5,CHARTER,2407-A SAM HOUSTON AVE,HUNTSVILLE,77340,7.0,24.0,11.0,4.0
221801011,TEXAS COLLEGE P,AMARILLO COLLEG,5,CHARTER,6000 S GEORGIA,AMARILLO,79119,3.0,30.0,20.0,10.0
221801014,TEXAS COLLEGE P,COPPELL CLASSIC,5,CHARTER,140 S HEARTZ RD,COPPELL,75019,6.0,48.0,35.0,22.0
221801020,TEXAS COLLEGE P,CORINTH CLASSIC,5,CHARTER,800 POINT VISTA DR STE 518,HICKORY CREEK,75065,1.0,65.0,50.0,38.0
221801022,TEXAS COLLEGE P,ISCHOOL VIRTUAL,5,CHARTER,1800 LAKEWAY DR,LEWISVILLE,75057,23.0,21.0,11.0,5.0
221801023,TEXAS COLLEGE P,CARROLLTON CLAS,5,CHARTER,2400 N JOSEY LN,CARROLLTON,75006,5.0,38.0,25.0,15.0
221801025,TEXAS COLLEGE P,VISTA ACAD. OF,5,CHARTER,202 THOMASON ST,WILLIS,77378,5.0,13.0,8.0,4.0
221801026,TEXAS COLLEGE P,VISTA ACAD. OF,5,CHARTER,3024 ANITA DR,GARLAND,75041,2.0,23.0,12.0,4.0
221801033,TEXAS COLLEGE P,VISTA ACAD. OF,5,CHARTER,1501 S WHEELER ST,JASPER,75951,1.0,9.0,9.0,7.0
221801039,TEXAS COLLEGE P,CLAY CLASSICAL,5,CHARTER,3303 POTTERS HOUSE WAY,DALLAS,75236,4.0,36.0,28.0,20.0
221801043,TEXAS COLLEGE P,FOUNDERS CLASSI,5,CHARTER,1010 BELLAIRE BLVD,LEWISVILLE,75067,14.0,57.0,30.0,19.0
221801044,TEXAS COLLEGE P,VISTA ACAD. OF,5,CHARTER,2110 S MCCOLL RD,EDINBURG,78539,2.0,21.0,16.0,10.0
221801045,TEXAS COLLEGE P,VISTA ACAD. OF,5,CHARTER,1303 E HOUSTON AVE,CROCKETT,75835,2.0,13.0,3.0,2.0
221801046,TEXAS COLLEGE P,TYLER CLASSICAL,5,CHARTER,3405 E GRANDE BLVD,TYLER,75707,13.0,35.0,18.0,14.0
221801048,TEXAS COLLEGE P,VISTA ACAD. OF,5,CHARTER,1504 E 51ST ST BLDG E,AUSTIN,78723,2.0,21.0,10.0,4.0
221801050,TEXAS COLLEGE P,VISTA ACAD. OF,5,CHARTER,6565 RESEARCH FOREST DR,THE WOODLANDS,77381,12.0,29.0,13.0,5.0
221801052,TEXAS COLLEGE P,VISTA ACAD. OF,5,CHARTER,10255 EASTEX FWY,BEAUMONT,77708,9.0,13.0,8.0,6.0
221801055,TEXAS COLLEGE P,VISTA ACAD. OF,5,CHARTER,6109 FAIRMONT PKWY,PASADENA,77505,9.0,13.0,7.0,3.0
221801057,TEXAS COLLEGE P,VISTA ACAD. OF,5,CHARTER,901 WILSON RD,HUMBLE,77338,7.0,36.0,25.0,17.0
221801058,TEXAS COLLEGE P,FOUNDERS CLASSI,5,CHARTER,1303 LEANDER DR,LEANDER,78641,4.0,52.0,28.0,13.0
221801059,TEXAS COLLEGE P,RICHARDSON CLAS,5,CHARTER,2101 E RENNER RD,RICHARDSON,75082,4.0,15.0,9.0,6.0
221801060,TEXAS COLLEGE P,DENTON CLASSICA,5,CHARTER,4420 COUNTRY CLUB RD,DENTON,76210,0.0,14.0,11.0,6.0
